POINT_ID,X_IM,Y_IM,X_MAP,Y_MAP,REF_BADDATA,TGT_BADDATA,X_WIN_SIZE,Y_WIN_SIZE,X_SHIFT_PX,Y_SHIFT_PX,X_SHIFT_M,Y_SHIFT_M,ABS_SHIFT,ANGLE,SSIM_BEFORE,SSIM_AFTER,SSIM_IMPROVED,RELIABILITY,LAST_ERR,WARNINGS,L1_OUTLIER,L2_OUTLIER,L3_OUTLIER,OUTLIER
154,3072,640,94.81888671478285,35.67418274469136,False,False,112.0,114.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
162,768,768,71.77888671478286,34.394182744691356,False,False,166.0,166.0,0.2548292875289917,-0.29694703221321106,0.0025482177734375,0.00296783447265625,0.003911707550287247,220.635009765625,0.1489423958016351,0.1528837156141565,True,0.0,-9999,[],False,False,False,False
163,896,768,73.05888671478286,34.394182744691356,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
164,1024,768,74.33888671478286,34.394182744691356,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
165,1152,768,75.61888671478286,34.394182744691356,False,False,256.0,256.0,-0.2537039816379547,0.20840562880039215,-0.00254058837890625,-0.00208282470703125,0.0032852317672222853,50.59853744506836,0.0326810548351253,0.03275265410847944,True,0.0,-9999,[],False,False,False,False
166,1280,768,76.89888671478285,34.394182744691356,False,False,256.0,256.0,117.26218691468239,17.313019424676895,1.1726218691468233,-0.17313019424676668,1.1853337555985288,278.39868315616593,0.05194680832749242,0.21988581530481388,True,19.58031748634383,-9999,[],False,False,False,False
167,1408,768,78.17888671478285,34.394182744691356,False,False,256.0,256.0,0.1563858538866043,0.2772015333175659,0.00156402587890625,-0.002773284912109375,0.003183910623192787,330.570068359375,0.0737293935286653,0.07372585825491608,False,0.0,-9999,[],False,True,False,True
168,1536,768,79.45888671478285,34.394182744691356,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
169,1664,768,80.73888671478285,34.394182744691356,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
170,1792,768,82.01888671478285,34.394182744691356,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
171,1920,768,83.29888671478285,34.394182744691356,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
172,2048,768,84.57888671478285,34.394182744691356,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
173,2176,768,85.85888671478286,34.394182744691356,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
174,2304,768,87.13888671478286,34.394182744691356,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
